name,serving_size,calories,total_fat,cholesterol,sodium,protein,carbohydrate,fiber,sugars
"Cherries, unsweetened, frozen, red, sour",100 g,46,0.4g,0,1.00 mg,0.92 g,11.02 g,1.6 g,9.02 g
"Nuts, unblanched, honey roasted, almonds",100 g,594,50g,0,130.00 mg,18.17 g,27.90 g,13.7 g,0
"Lamb, raw, brains, imported, New Zealand",100 g,118,8g,2100mg,117.00 mg,11.33 g,0.00 g,0.0 g,0.00 g
"Cereals ready-to-eat, GOLDEN CRISP, POST",100 g,380,1.7g,0,95.00 mg,5.50 g,90.10 g,5.0 g,53.60 g
"ARCHWAY Home Style Cookies, Iced Oatmeal",100 g,435,17g,8mg,377.00 mg,4.89 g,66.76 g,2.0 g,37.20 g
"PAPA JOHN'S 14"" Cheese Pizza, Thin Crust",100 g,295,16g,28mg,528.00 mg,12.29 g,26.26 g,2.3 g,3.85 g
"KASHI, Frozen Entree, Tuscan Veggie Bake",100 g,90,3.2g,0,245.00 mg,2.00 g,15.00 g,2.9 g,3.00 g
"Peanut butter, without salt, chunk style",100 g,589,50g,0,17.00 mg,24.06 g,21.57 g,8.0 g,8.41 g
"Babyfood, junior, with egg yolks, cereal",100 g,52,1.8g,63mg,33.00 mg,1.90 g,7.10 g,0.9 g,0
"Beverages, sugar free, AMP, Energy drink",100 g,2,0g,0,31.00 mg,0.00 g,1.03 g,0.0 g,0.00 g
"Salad dressing, regular, ranch dressing",100 g,430,45g,26mg,901.00 mg,1.32 g,5.90 g,0.0 g,4.69 g
"Beverages, No pulp, light, Orange juice",100 g,21,0g,0,4.00 mg,0.21 g,5.42 g,0.0 g,4.17 g
"Fast foods, with egg and bacon, biscuit",100 g,305,21g,235mg,844.00 mg,11.33 g,19.06 g,0.5 g,2.19 g
"Cereals ready-to-eat, homemade, granola",100 g,489,24g,0,26.00 mg,13.67 g,53.88 g,8.9 g,19.80 g
"Yachtwurst, cooked, with pistachio nuts",100 g,268,23g,64mg,936.00 mg,14.80 g,1.40 g,0.0 g,0.00 g
"ARCHWAY Home Style Cookies, Dutch Cocoa",100 g,431,15g,7mg,384.00 mg,4.50 g,69.44 g,2.6 g,35.35 g
"Alcoholic beverage, canned, pina colada",100 g,237,7.6g,0,71.00 mg,0.60 g,27.60 g,0.1 g,0
"Sausage, hot, beef with chicken, Polish",100 g,259,19g,66mg,1540.00 mg,17.60 g,3.60 g,0.0 g,0.00 g
"Soup, dry, chicken flavor, ramen noodle",100 g,439,18g,0,1923.00 mg,10.22 g,60.23 g,2.9 g,1.96 g
"Bread, prepared from recipe, irish soda",100 g,290,5g,18mg,398.00 mg,6.60 g,56.00 g,2.6 g,0
"Strawberries, sliced, sweetened, frozen",100 g,96,0.1g,0,3.00 mg,0.53 g,25.92 g,1.9 g,24.01 g
"OLIVE GARDEN, spaghetti with meat sauce",100 g,121,3.3g,8mg,209.00 mg,5.80 g,17.19 g,1.7 g,1.67 g
"WORTHINGTON Leanies, unprepared, frozen",100 g,251,17g,3mg,1078.00 mg,19.50 g,6.10 g,3.8 g,1.20 g
"Turkey from whole, raw, meat only, neck",100 g,125,6g,115mg,233.00 mg,16.51 g,0.00 g,0.0 g,0.00 g
"Turkey sticks, fried, battered, breaded",100 g,279,17g,64mg,838.00 mg,14.20 g,17.00 g,0,0
"SUNSHINE, Baby Swiss Crackers, CHEEZ-IT",100 g,503,25g,5mg,629.00 mg,8.60 g,63.10 g,2.2 g,1.40 g
"Potatoes, baked, flesh and skin, Russet",100 g,97,0.1g,0,14.00 mg,2.63 g,21.44 g,2.3 g,1.08 g
"Soup, condensed, canned, bean with pork",100 g,129,4.4g,2mg,672.00 mg,5.88 g,16.97 g,5.9 g,3.00 g
"Fish, dry heat, cooked, striped, mullet",100 g,150,4.9g,63mg,71.00 mg,24.81 g,0.00 g,0.0 g,0
"Cookies, chocolate-covered, sugar wafer",100 g,526,28g,0,138.00 mg,3.45 g,65.99 g,3.4 g,51.72 g
"Soup, lower sodium, beef broth, SWANSON",100 g,6,0.1g,0,180.00 mg,1.20 g,0.21 g,0,0.20 g
"Pickles, reduced sodium, dill, cucumber",100 g,12,0.3g,0,18.00 mg,0.50 g,2.41 g,1.0 g,1.07 g
"Potato chips, reduced fat, without salt",100 g,487,21g,0,8.00 mg,7.10 g,67.80 g,6.1 g,0.22 g
"Beverages, Light Cranberry, OCEAN SPRAY",100 g,19,0g,0,15.00 mg,0.22 g,4.72 g,0.7 g,3.97 g
"Milk, with added vitamin D, fluid, goat",100 g,69,4.1g,11mg,50.00 mg,3.56 g,4.45 g,0.0 g,4.45 g
"McDONALD'S, NEWMAN'S OWN Ranch Dressing",100 g,313,27g,32mg,954.00 mg,2.62 g,16.75 g,0.3 g,6.57 g
"Soup, condensed, canned, cream of onion",100 g,88,4.2g,12mg,637.00 mg,2.20 g,10.40 g,0.4 g,3.64 g
"Cake, prepared from recipe, gingerbread",100 g,356,16g,32mg,327.00 mg,3.90 g,49.20 g,0,0
"MURRAY, Fudge Dipped Wafers, SUGAR FREE",100 g,486,34g,0,71.00 mg,3.40 g,61.20 g,13.3 g,0.40 g
"KELLOGG'S, Original, Pancakes, CINNABON",100 g,258,7.7g,14mg,456.00 mg,5.00 g,43.10 g,1.1 g,14.90 g
"KASHI, Frozen Entree, Red Curry Chicken",100 g,110,3g,8mg,154.00 mg,5.90 g,15.60 g,2.3 g,3.30 g
"Cookies, prepared from recipe, brownies",100 g,466,29g,73mg,343.00 mg,6.20 g,50.20 g,0,0
"SUNSHINE, Mozzarella Crackers, CHEEZ-IT",100 g,500,24g,5mg,593.00 mg,8.60 g,64.10 g,2.2 g,1.40 g
"Pie, prepared from recipe, banana cream",100 g,269,14g,51mg,240.00 mg,4.40 g,32.90 g,0.7 g,12.06 g
"KASHI, Oatmeal Raisin Flax Cookies, TLC",100 g,414,15g,0,236.00 mg,7.70 g,67.00 g,12.8 g,24.80 g
"Babyfood, toddler, beef lasagna, dinner",100 g,77,2.1g,0,41.00 mg,4.20 g,10.00 g,0,0.00 g
"Veal, raw, separable lean only, sirloin",100 g,110,2.6g,79mg,80.00 mg,20.20 g,0.00 g,0.0 g,0
"Cookies, with frosting or icing, animal",100 g,509,24g,0,257.00 mg,3.00 g,70.09 g,0.9 g,41.10 g
"KASHI, unprepared, 7 Whole Grain, Pilaf",100 g,375,5.4g,0,0,13.81 g,71.00 g,12.3 g,0.80 g
"Lamb, raw, liver, imported, New Zealand",100 g,136,4.9g,386mg,59.00 mg,20.70 g,2.22 g,0.0 g,0.00 g
"Noodles, cooked, enriched, spinach, egg",100 g,132,1.6g,33mg,12.00 mg,5.04 g,24.25 g,2.3 g,0.71 g
"Ice cream, chocolate, soft serve, light",100 g,141,3.7g,15mg,64.00 mg,3.36 g,23.15 g,0.0 g,19.46 g
"Pie crust, baked, regular, refrigerated",100 g,506,29g,0,472.00 mg,3.41 g,58.52 g,1.4 g,0
"Babyfood, strained, beef noodle, dinner",100 g,63,2.3g,8mg,15.00 mg,2.44 g,8.18 g,1.3 g,1.42 g
"Candies, prepared-from-recipe, divinity",100 g,364,0.1g,0,34.00 mg,1.32 g,89.05 g,0.0 g,78.96 g
"Lima beans, canned, mature seeds, large",100 g,79,0.2g,0,336.00 mg,4.93 g,14.91 g,4.8 g,0
"Babyfood, dry fortified, barley, cereal",100 g,376,6.6g,0,12.00 mg,13.20 g,69.40 g,6.6 g,13.20 g
"Fish, New York State, raw, brook, trout",100 g,110,2.7g,60mg,45.00 mg,21.23 g,0.00 g,0,0
"Sea lion, meat (Alaska Native), Steller",100 g,120,1.9g,64mg,62.00 mg,25.85 g,0.00 g,0,0
"Beverages, strawberry, fast food, shake",100 g,113,2.8g,11mg,83.00 mg,3.40 g,18.90 g,0.4 g,0
"Fish, dry heat, cooked, sockeye, salmon",100 g,156,5.6g,61mg,92.00 mg,26.48 g,0.00 g,0.0 g,0.00 g
"Avocados, all commercial varieties, raw",100 g,160,15g,0,7.00 mg,2.00 g,8.53 g,6.7 g,0.66 g
"LOMA LINDA Linketts, unprepared, canned",100 g,209,12g,0,401.00 mg,21.30 g,4.40 g,3.0 g,0.30 g
"Candies, sweet chocolate coated fondant",100 g,366,9.3g,0,26.00 mg,2.20 g,80.40 g,2.1 g,71.42 g
"Pie, commercially prepared, egg custard",100 g,210,12g,33mg,275.00 mg,5.50 g,20.80 g,1.6 g,11.58 g
"WORTHINGTON FriPats, unprepared, frozen",100 g,209,9.1g,2mg,517.00 mg,23.70 g,8.00 g,2.8 g,1.40 g
"Owl, raw (Alaska Native), flesh, horned",100 g,136,5g,0,0,22.70 g,0.00 g,0,0
"McDONALD'S, QUARTER POUNDER with Cheese",100 g,258,14g,47mg,579.00 mg,14.59 g,19.95 g,1.4 g,4.91 g
"Fish, dry heat, cooked, chinook, salmon",100 g,231,13g,85mg,60.00 mg,25.72 g,0.00 g,0.0 g,0
"Peas, unprepared, frozen, edible-podded",100 g,42,0.3g,0,4.00 mg,2.80 g,7.20 g,3.1 g,0
"Mung beans, raw, sprouted, mature seeds",100 g,30,0.2g,0,6.00 mg,3.04 g,5.94 g,1.8 g,4.13 g
"Cheesefurter, beef, pork, cheese smokie",100 g,328,29g,68mg,1082.00 mg,14.10 g,1.51 g,0.0 g,1.51 g
"HEALTHY REQUEST, condensed, Tomato Soup",100 g,73,1.2g,0,331.00 mg,1.61 g,13.71 g,0.8 g,8.06 g
"Candies, prepared-from-recipe, truffles",100 g,510,34g,53mg,68.00 mg,6.21 g,44.88 g,2.5 g,38.31 g
"Beverages, chamomile, brewed, herb, tea",100 g,1,0g,0,1.00 mg,0.00 g,0.20 g,0.0 g,0.00 g
"MOTHER'S, Old Fashioned Oatmeal Cookies",100 g,470,18g,0,640.00 mg,6.50 g,71.20 g,3.0 g,31.30 g
"Goose, raw, meat and skin, domesticated",100 g,371,34g,80mg,73.00 mg,15.86 g,0.00 g,0.0 g,0
"Soybeans, salted, roasted, mature seeds",100 g,469,25g,0,163.00 mg,38.55 g,30.22 g,17.7 g,4.20 g
"Babyfood, strained, tutti frutti, fruit",100 g,66,0.3g,15mg,25.00 mg,0.40 g,15.48 g,0.6 g,9.29 g
"Frankfurter, unheated, meat and poultry",100 g,277,24g,78mg,976.00 mg,9.72 g,5.02 g,0.0 g,2.75 g
"Game meat, stewed, cooked, wild, rabbit",100 g,173,3.5g,123mg,45.00 mg,33.02 g,0.00 g,0.0 g,0.00 g
"Soup, canned, low sodium, chicken broth",100 g,16,0.6g,0,30.00 mg,2.00 g,1.20 g,0.0 g,0.13 g
"Babyfood, toddler, chicken stew, dinner",100 g,78,3.7g,29mg,25.00 mg,5.20 g,6.40 g,0.6 g,1.68 g
"Soup, condensed, canned, chicken noodle",100 g,48,1.6g,8mg,681.00 mg,2.37 g,6.07 g,0.9 g,0.00 g
"Squash, boiled (Navajo), cooked, Indian",100 g,16,0.2g,0,0,0.31 g,3.22 g,1.5 g,2.02 g
"Butter replacement, powder, without fat",100 g,373,1g,2mg,1200.00 mg,2.00 g,89.00 g,0.0 g,5.30 g
"Oil, (approx. 65%), linoleic, sunflower",100 g,884,100g,0,0.00 mg,0.00 g,0.00 g,0.0 g,0.00 g
"Restaurant, sirloin steak, family style",100 g,195,8.5g,87mg,339.00 mg,29.80 g,0.00 g,0,0.55 g
"Pie, Commercially Prepared, Dutch Apple",100 g,290,12g,0,200.00 mg,2.17 g,44.54 g,1.6 g,22.02 g
"MURRAY, Vanilla Sugar Wafer, SUGAR FREE",100 g,458,28g,0,81.00 mg,3.20 g,68.50 g,14.3 g,0.80 g
"Fish, raw (Alaska Native), Chum, Salmon",100 g,116,3.7g,59mg,59.00 mg,20.69 g,0.00 g,0.0 g,0.00 g
"Chicken, skin, BBQ, rotisserie, broiler",100 g,378,35g,120mg,335.00 mg,15.19 g,0.70 g,0.0 g,0.70 g
"MOTHER'S, Holiday Circus Animal Cookies",100 g,515,25g,1mg,192.00 mg,3.80 g,68.30 g,0.8 g,44.30 g
"MOTHER'S, Peanut Butter Gauchos Cookies",100 g,482,22g,0,434.00 mg,7.40 g,65.70 g,2.7 g,32.30 g
"Babyfood, canned, no sugar, grape juice",100 g,62,0g,0,10.00 mg,0.00 g,15.38 g,0.0 g,15.30 g
"Cake, sponge, creme-filled, snack cakes",100 g,374,12g,41mg,470.00 mg,3.47 g,64.03 g,1.0 g,37.30 g
"Babyfood, strained, carrots, vegetables",100 g,26,0.1g,0,69.00 mg,0.80 g,6.00 g,1.7 g,3.64 g
"Soup, condensed, canned, vegetable beef",100 g,63,1.5g,4mg,706.00 mg,4.45 g,8.11 g,1.6 g,0.89 g
"JACKSON'S, Old Fashioned Vanilla Wafers",100 g,453,15g,11mg,390.00 mg,5.00 g,74.00 g,1.1 g,33.90 g
"Veal, raw, separable lean and fat, loin",100 g,177,10g,59mg,98.00 mg,20.07 g,0.07 g,0.0 g,0.00 g
"Mayonnaise, with olive oil, reduced fat",100 g,361,40g,33mg,800.00 mg,0.37 g,0.00 g,0.0 g,0.00 g
"Candies, yogurt, confectioner's coating",100 g,522,27g,1mg,88.00 mg,5.87 g,63.94 g,0.0 g,62.36 g
"Blackberries, raw (Alaska Native), wild",100 g,52,1.1g,0,6.00 mg,0.84 g,9.84 g,3.2 g,3.65 g
"McDONALD'S, McFLURRY with M&M'S CANDIES",100 g,177,6.5g,16mg,54.00 mg,4.02 g,26.82 g,0.2 g,24.37 g
"Rolls, mixed-grain, hamburger or hotdog",100 g,263,6g,0,458.00 mg,9.60 g,44.60 g,3.8 g,6.25 g
"Lamb, raw, heart, imported, New Zealand",100 g,105,3.7g,119mg,94.00 mg,18.09 g,0.00 g,0.0 g,0.00 g
"SCHAR, Classic White Rolls, Gluten-Free",100 g,239,2.7g,0,593.00 mg,3.34 g,50.47 g,5.1 g,6.87 g
"TACO BELL, BURRITO SUPREME with chicken",100 g,179,6.4g,21mg,564.00 mg,9.84 g,20.51 g,2.4 g,0
"Vitasoy USA, Organic Nasoya Silken Tofu",100 g,47,2.5g,0,0,4.80 g,1.40 g,0.3 g,0.20 g
"Cheese food, swiss, pasteurized process",100 g,323,24g,82mg,1552.00 mg,21.92 g,4.50 g,0.0 g,0
"Cabbage, pickled, fresh, japanese style",100 g,30,0.1g,0,277.00 mg,1.60 g,5.67 g,3.1 g,1.30 g
"Seeds, partially defatted, sesame flour",100 g,382,12g,0,41.00 mg,40.32 g,35.14 g,0,0
"Yogurt, DANNON OIKOS, strawberry, Greek",100 g,106,2.9g,13mg,34.00 mg,8.25 g,11.67 g,1.0 g,11.00 g
"Yogurt, CHOBANI, vanilla, nonfat, Greek",100 g,71,0.2g,0,36.00 mg,9.07 g,8.09 g,0.3 g,7.61 g
"Beverages, Tropical, V8 V-FUSION Juices",100 g,49,0g,0,33.00 mg,0.41 g,11.38 g,0.0 g,10.16 g
"Gravy, microwavable, turkey, CAMPBELL'S",100 g,42,1.7g,0,450.00 mg,1.67 g,5.00 g,0.0 g,1.67 g
"Formulated Bar, SOUTH BEACH protein bar",100 g,412,15g,3mg,436.00 mg,30.34 g,38.40 g,7.3 g,15.17 g
"MOTHER'S, English Tea Sandwich Cookies",100 g,469,19g,0,267.00 mg,4.50 g,71.00 g,1.3 g,32.00 g
"Fast foods, biscuit with egg and steak",100 g,277,19g,184mg,600.00 mg,12.12 g,14.37 g,0,0
"Candies, prepared-from-recipe, fondant",100 g,373,0g,0,11.00 mg,0.00 g,93.18 g,0.0 g,88.90 g
"Mollusks, raw, farmed, eastern, oyster",100 g,59,1.6g,25mg,178.00 mg,5.22 g,5.53 g,0.0 g,0
"KEEBLER, Rainbow, Vanilla Wafers Minis",100 g,466,18g,1mg,400.00 mg,4.00 g,72.30 g,1.3 g,31.10 g
"Crackers, regular, standard snack-type",100 g,510,26g,0,726.00 mg,6.64 g,61.30 g,2.3 g,8.18 g
"Pork, microwaved, cooked, bacon, cured",100 g,476,34g,111mg,1783.00 mg,39.01 g,0.48 g,0.0 g,0.00 g
"Sausage, smoked, pork and beef, Polish",100 g,301,27g,71mg,848.00 mg,12.07 g,1.98 g,0.0 g,0.00 g
"Sausage, mild, breakfast links, turkey",100 g,235,18g,160mg,639.00 mg,15.42 g,1.56 g,0.0 g,0.00 g
"Fish, dry heat, cooked, king, mackerel",100 g,134,2.6g,68mg,203.00 mg,26.00 g,0.00 g,0.0 g,0
"Candies, milk chocolate coated raisins",100 g,390,15g,3mg,36.00 mg,4.10 g,68.40 g,3.1 g,62.22 g
"Candies, milk chocolate coated peanuts",100 g,519,34g,9mg,41.00 mg,13.10 g,49.70 g,4.7 g,37.59 g
"Grapefruit, Florida, pink and red, raw",100 g,30,0.1g,0,0.00 mg,0.55 g,7.50 g,1.1 g,0
"PIZZA HUT, parmesan garlic, breadstick",100 g,343,13g,7mg,539.00 mg,12.20 g,44.48 g,2.4 g,1.11 g
"MORI-NU, lite extra firm, silken, Tofu",100 g,38,0.7g,0,98.00 mg,7.00 g,1.00 g,0.0 g,0.42 g
"Frankfurter, low fat, meat and poultry",100 g,121,2.8g,44mg,983.00 mg,15.50 g,8.40 g,0.1 g,0.00 g
"Cookies, sugar free, dry mix, brownies",100 g,426,13g,0,83.00 mg,2.90 g,80.40 g,4.2 g,0
"Beverages, fortified, Acai berry drink",100 g,62,0.8g,0,13.00 mg,0.83 g,12.83 g,1.2 g,11.10 g
"Beverages, Whey protein powder isolate",100 g,359,1.2g,12mg,372.00 mg,58.14 g,29.07 g,0.0 g,1.16 g
"Candies, starch jelly pieces, gumdrops",100 g,396,0g,0,44.00 mg,0.00 g,98.90 g,0.1 g,58.97 g
"Alcoholic beverage, dry, dessert, wine",100 g,152,0g,0,9.00 mg,0.20 g,11.67 g,0.0 g,1.09 g
"Salad dressing, regular, green goddess",100 g,427,43g,40mg,867.00 mg,1.90 g,7.36 g,0.1 g,6.67 g
"WENDY'S, without cheese, Jr. Hamburger",100 g,243,8.8g,27mg,539.00 mg,12.62 g,28.45 g,1.7 g,0
"Nuts, sweetened, canned, coconut cream",100 g,357,16g,0,36.00 mg,1.17 g,53.21 g,0.2 g,51.50 g
"Potatoes, baked, flesh and skin, white",100 g,94,0.2g,0,7.00 mg,2.10 g,21.08 g,2.1 g,1.53 g
"McDONALD'S, McFLURRY with OREO cookies",100 g,165,5.7g,15mg,75.00 mg,3.97 g,25.55 g,0.1 g,21.19 g
"Babyfood, junior, dutch apple, dessert",100 g,79,0.2g,0,3.00 mg,0.20 g,19.18 g,1.4 g,17.89 g
"Fast foods, plain, roast beef sandwich",100 g,244,10g,30mg,653.00 mg,15.17 g,22.21 g,1.3 g,3.84 g
"Beverages, regular, brewed, green, tea",100 g,1,0g,0,1.00 mg,0.22 g,0.00 g,0.0 g,0.00 g
"Grapes, raw, american type (slip skin)",100 g,67,0.4g,0,2.00 mg,0.63 g,17.15 g,0.9 g,16.25 g
"CRACKER BARREL, thick-cut, onion rings",100 g,327,16g,0,463.00 mg,4.78 g,40.95 g,2.2 g,4.82 g
"Duck, raw, meat and skin, domesticated",100 g,404,39g,76mg,63.00 mg,11.49 g,0.00 g,0.0 g,0.00 g
"Frostings, prepared-from-recipe, glaze",100 g,341,0.5g,1mg,6.00 mg,0.44 g,83.65 g,0.0 g,80.44 g
"Babyfood, strained, mixed fruit yogurt",100 g,75,0.8g,0,16.00 mg,0.80 g,16.23 g,0.4 g,11.74 g
"Snacks, salted, fat free, potato chips",100 g,379,0.6g,0,643.00 mg,9.64 g,83.76 g,7.5 g,3.69 g
"Popcorn, fat-free, sugar syrup/caramel",100 g,381,1.4g,0,286.00 mg,2.00 g,90.06 g,2.5 g,64.68 g
"Cake, commercially prepared, fruitcake",100 g,324,9.1g,5mg,101.00 mg,2.90 g,61.60 g,3.7 g,27.42 g
"KELLOGG'S, Caramel, Pancakes, CINNABON",100 g,255,7.1g,14mg,456.00 mg,5.00 g,43.40 g,1.0 g,15.60 g
"McDONALD'S, Bacon Egg & Cheese Biscuit",100 g,304,19g,167mg,863.00 mg,13.45 g,22.26 g,0.9 g,2.18 g
"PIZZA HUT 14"" Sausage Pizza, Pan Crust",100 g,287,14g,23mg,596.00 mg,11.08 g,29.56 g,2.0 g,1.82 g
"Veal, raw, separable lean and fat, rib",100 g,162,9g,82mg,89.00 mg,18.86 g,0.00 g,0.0 g,0
"Candies, prepared-from-recipe, praline",100 g,485,26g,0,48.00 mg,3.30 g,59.59 g,3.5 g,55.79 g
"Babyfood, strained, squash, vegetables",100 g,28,0.2g,0,5.00 mg,0.81 g,5.73 g,0.9 g,3.37 g
"Dip, medium, salsa con queso, TOSTITOS",100 g,133,8.3g,9mg,773.00 mg,2.92 g,11.72 g,0.6 g,1.40 g
"Fish oil, fully hydrogenated, menhaden",100 g,902,100g,500mg,0.00 mg,0.00 g,0.00 g,0.0 g,0
"Snacks, chopped and formed, beef jerky",100 g,410,26g,48mg,2081.00 mg,33.20 g,11.00 g,1.8 g,9.00 g
"Tomato and vegetable juice, low sodium",100 g,22,0.1g,0,58.00 mg,0.60 g,4.59 g,0.8 g,3.28 g
"KEEBLER, Minis Original Crackers, CLUB",100 g,479,21g,0,972.00 mg,6.00 g,66.40 g,2.2 g,8.00 g
"Game meat, roasted, cooked, wild, boar",100 g,160,4.4g,77mg,60.00 mg,28.30 g,0.00 g,0.0 g,0.00 g
"Soup, condensed, canned, tomato bisque",100 g,96,2g,4mg,698.00 mg,1.76 g,18.47 g,0.8 g,0
"Cake, commercially prepared, angelfood",100 g,258,0.8g,0,749.00 mg,5.90 g,57.80 g,1.5 g,0
"Fish, dry heat, cooked, rainbow, smelt",100 g,124,3.1g,90mg,77.00 mg,22.60 g,0.00 g,0.0 g,0
"Desserts, unsweetened, tablets, rennin",100 g,84,0.1g,0,26050.00 mg,1.00 g,19.80 g,0.0 g,0
"Tortillas, corn, ready-to-bake or -fry",100 g,218,2.9g,0,45.00 mg,5.70 g,44.64 g,6.3 g,0.88 g
"Toaster pastries, brown-sugar-cinnamon",100 g,370,8g,0,361.00 mg,4.06 g,72.64 g,2.3 g,27.24 g
"Beans, raw, mature seeds, black turtle",100 g,339,0.9g,0,9.00 mg,21.25 g,63.25 g,15.5 g,2.12 g
"Cereals ready-to-eat, ALPHA-BITS, POST",100 g,389,4.6g,0,592.00 mg,10.00 g,80.30 g,7.1 g,21.00 g
"Babyfood, dry fortified, mixed, cereal",100 g,379,4.4g,0,3.00 mg,12.20 g,73.40 g,7.5 g,0.87 g
"Fish, dried (Alaska Native), whitefish",100 g,371,13g,266mg,200.00 mg,62.44 g,0.00 g,0.0 g,0.00 g
"Tomatoes, with salt, cooked, ripe, red",100 g,18,0.1g,0,247.00 mg,0.95 g,4.01 g,0.7 g,2.49 g
"Cereals ready-to-eat, POST Bran Flakes",100 g,328,2.1g,0,540.00 mg,9.90 g,80.50 g,18.3 g,18.60 g
"KEEBLER, Original Crackers, TOWN HOUSE",100 g,526,30g,0,826.00 mg,5.10 g,59.80 g,1.7 g,6.50 g
"Biscuits, dry mix, plain or buttermilk",100 g,428,15g,2mg,1276.00 mg,8.00 g,63.40 g,2.1 g,11.65 g
"Alcoholic beverage, all, regular, beer",100 g,43,0g,0,4.00 mg,0.46 g,3.55 g,0.0 g,0.00 g
"Blueberries, raw (Alaska Native), wild",100 g,61,0.8g,0,6.00 mg,1.22 g,12.31 g,2.6 g,6.46 g
"Fish, dry heat, cooked, orange, roughy",100 g,105,0.9g,80mg,69.00 mg,22.64 g,0.00 g,0.0 g,0.00 g
"Babyfood, beef with vegetables, dinner",100 g,96,6.9g,12mg,38.00 mg,2.03 g,6.36 g,1.8 g,2.16 g
"Pineapple, drained, juice pack, canned",100 g,60,0.1g,0,1.00 mg,0.51 g,15.56 g,1.3 g,14.26 g
"Apricots, drained, heavy syrup, canned",100 g,83,0.1g,0,4.00 mg,0.64 g,21.31 g,2.7 g,18.65 g
"Chicken, with broth, meat only, canned",100 g,165,8g,62mg,503.00 mg,21.77 g,0.00 g,0.0 g,0.00 g
"Tofu, prepared with nigari, extra firm",100 g,83,5.3g,0,4.00 mg,9.98 g,1.18 g,1.0 g,0.71 g
"Cream puff shell, prepared from recipe",100 g,360,26g,171mg,483.00 mg,9.00 g,22.80 g,0.8 g,0.25 g
"Peanut butter, with salt, smooth style",100 g,598,51g,0,426.00 mg,22.21 g,22.31 g,5.0 g,10.49 g
"Fish, dry heat, cooked, american, shad",100 g,252,18g,96mg,65.00 mg,21.71 g,0.00 g,0.0 g,0
"Popcorn, low fat and sodium, microwave",100 g,429,9.5g,0,490.00 mg,12.60 g,73.39 g,14.2 g,0.54 g
"Braunschweiger (a liver sausage), pork",100 g,327,29g,180mg,977.00 mg,14.50 g,3.10 g,0.0 g,0.00 g
"Restaurant, chicken chow mein, Chinese",100 g,85,2.8g,16mg,311.00 mg,6.76 g,8.29 g,1.0 g,1.74 g
"Vanilla extract, no alcohol, imitation",100 g,56,0g,0,3.00 mg,0.03 g,14.40 g,0.0 g,14.40 g
"Babyfood, junior, chicken sticks, meat",100 g,188,14g,78mg,408.00 mg,14.60 g,1.50 g,0.2 g,1.40 g
"Pickles, dill or kosher dill, cucumber",100 g,12,0.3g,0,809.00 mg,0.50 g,2.41 g,1.0 g,1.07 g
"Strawberries, whole, sweetened, frozen",100 g,78,0.1g,0,1.00 mg,0.52 g,21.00 g,1.9 g,18.61 g
"Restaurant, lasagna with meat, Italian",100 g,185,11g,36mg,466.00 mg,10.83 g,11.36 g,1.5 g,3.15 g
"Jellies, home preserved, reduced sugar",100 g,179,0g,0,2.00 mg,0.30 g,46.10 g,0.8 g,45.30 g
"Snacks, air-popped (Unsalted), popcorn",100 g,382,4.2g,0,4.00 mg,12.00 g,77.90 g,15.1 g,0
"McDONALD'S, NEWMAN'S OWN Cobb Dressing",100 g,196,14g,13mg,709.00 mg,1.69 g,15.49 g,0.3 g,7.79 g
"Milk, with added vitamin D, whole, dry",100 g,496,27g,97mg,371.00 mg,26.32 g,38.42 g,0.0 g,38.42 g
"Soup, condensed, canned, chicken gumbo",100 g,45,1.1g,3mg,693.00 mg,2.10 g,6.67 g,1.6 g,1.93 g
"Soup, condensed, canned, chicken broth",100 g,31,1g,1mg,621.00 mg,4.42 g,0.75 g,0.0 g,0.35 g
Chilchen (Red Berry Beverage) (Navajo),100 g,44,0.6g,0,15.00 mg,0.81 g,8.68 g,0,2.60 g
"BURGER KING, Original Chicken Sandwich",100 g,286,15g,31mg,638.00 mg,12.14 g,26.22 g,2.4 g,3.02 g
"BURGER KING, no cheese, DOUBLE WHOPPER",100 g,252,16g,46mg,289.00 mg,13.94 g,13.74 g,1.4 g,3.52 g
"MURRAY, Shortbread Cookies, SUGAR FREE",100 g,431,18g,1mg,476.00 mg,7.00 g,71.60 g,5.7 g,1.30 g
"Babyfood, junior, peach melba, dessert",100 g,60,0g,0,9.00 mg,0.30 g,16.40 g,0,0
"Milk, reduced sugar, lowfat, chocolate",100 g,54,1g,5mg,66.00 mg,3.43 g,7.68 g,0.0 g,7.29 g
"Taco shells, without added salt, baked",100 g,468,23g,0,15.00 mg,7.20 g,62.40 g,7.5 g,0
"MURRAY, Vanilla Creme Sandwich Cookies",100 g,477,18g,0,317.00 mg,4.90 g,73.90 g,1.3 g,36.90 g
"Restaurant, french fries, family style",100 g,289,14g,1mg,357.00 mg,3.49 g,37.20 g,3.9 g,0.28 g
"Pasta, cooked, made with egg, homemade",100 g,130,1.7g,41mg,83.00 mg,5.28 g,23.54 g,0,0
"Fish, dry heat, cooked, northern, pike",100 g,113,0.9g,50mg,49.00 mg,24.69 g,0.00 g,0.0 g,0
"KELLOGG'S, French Toast, Waffles, EGGO",100 g,305,12g,26mg,537.00 mg,5.80 g,43.40 g,1.2 g,11.50 g
